number,building_material,parking_spaces,subway_stations_1km,amenities_500m,school_score,price_eok
517,철근콘크리트,1.0,,1.0,2.0,21.1
518,목조,1.0,1.0,8.0,10.0,29.7
519,벽돌,1.0,2.0,8.0,10.0,29.7
520,철근콘크리트,2.0,2.0,0.0,1.0,39.0
521,,,2.0,10.0,9.0,36.3
522,철근콘크리트,2.0,3.0,13.0,7.0,41.9
523,철근콘크리트,1.0,3.0,3.0,7.0,26.0
524,철근콘크리트,2.0,3.0,0.0,4.0,33.0
525,목조,1.0,2.0,4.0,3.0,25.9
526,목조,2.0,2.0,9.0,5.0,25.9
527,목조,2.0,1.0,1.0,2.0,16.1
528,목조,3.0,3.0,2.0,8.0,37.7
529,철근콘크리트,1.0,1.0,11.0,9.0,27.5
530,벽돌,1.0,2.0,13.0,7.0,27.7
531,벽돌,1.0,0.0,13.0,10.0,19.1
532,벽돌,2.0,1.0,12.0,3.0,35.6
533,철근콘크리트,2.0,3.0,9.0,6.0,26.5
534,목조,1.0,3.0,5.0,2.0,26.3
535,벽돌,2.0,0.0,6.0,7.0,29.2
536,철근콘크리트,2.0,1.0,0.0,7.0,34.7
537,벽돌,1.0,2.0,0.0,10.0,28.1
538,벽돌,2.0,0.0,10.0,9.0,35.2
539,벽돌,3.0,2.0,1.0,9.0,38.7
540,목조,2.0,1.0,8.0,6.0,21.8
541,벽돌,1.0,0.0,7.0,6.0,18.7
542,벽돌,1.0,0.0,10.0,1.0,21.2
543,목조,2.0,0.0,6.0,7.0,34.1
544,철근콘크리트,3.0,3.0,13.0,1.0,38.3
545,목조,1.0,0.0,13.0,3.0,24.0
546,철근콘크리트,1.0,3.0,11.0,1.0,25.3
547,목조,2.0,1.0,11.0,1.0,30.7
548,목조,2.0,3.0,11.0,8.0,39.2
549,벽돌,1.0,0.0,10.0,4.0,17.9
550,벽돌,2.0,0.0,3.0,5.0,28.1
551,목조,3.0,2.0,2.0,5.0,39.4
552,목조,2.0,2.0,3.0,9.0,33.0
553,철근콘크리트,2.0,0.0,12.0,3.0,20.0
554,목조,2.0,3.0,2.0,9.0,36.9
555,벽돌,1.0,2.0,11.0,5.0,25.2
556,철근콘크리트,1.0,3.0,14.0,6.0,19.9
557,벽돌,2.0,,9.0,7.0,27.3
558,철근콘크리트,2.0,1.0,4.0,10.0,36.2
559,목조,1.0,0.0,13.0,6.0,23.9
560,철근콘크리트,1.0,1.0,12.0,6.0,24.1
561,목조,2.0,1.0,4.0,7.0,25.1
562,목조,1.0,1.0,0.0,1.0,14.6
563,벽돌,2.0,2.0,6.0,10.0,25.5
564,목조,3.0,2.0,14.0,6.0,37.3
565,목조,1.0,1.0,0.0,4.0,28.0
566,목조,2.0,0.0,6.0,3.0,29.0
567,목조,2.0,2.0,8.0,8.0,30.4
568,벽돌,2.0,2.0,9.0,10.0,27.1
569,철근콘크리트,2.0,2.0,11.0,2.0,32.8
570,벽돌,2.0,0.0,7.0,8.0,26.4
571,목조,1.0,3.0,12.0,7.0,27.5
572,목조,2.0,1.0,10.0,10.0,35.2
573,목조,2.0,2.0,6.0,2.0,27.8
574,철근콘크리트,1.0,2.0,11.0,7.0,23.1
575,벽돌,3.0,0.0,10.0,4.0,33.2
576,철근콘크리트,2.0,1.0,3.0,3.0,21.0
577,철근콘크리트,1.0,2.0,7.0,10.0,20.1
578,철근콘크리트,1.0,1.0,1.0,2.0,13.2
579,철근콘크리트,2.0,0.0,7.0,10.0,30.6
580,철근콘크리트,1.0,3.0,13.0,10.0,20.5
581,목조,2.0,3.0,0.0,1.0,28.7
582,철근콘크리트,1.0,0.0,4.0,5.0,18.7
583,철근콘크리트,2.0,2.0,8.0,2.0,31.4
584,벽돌,2.0,3.0,13.0,3.0,31.5
585,철근콘크리트,1.0,0.0,9.0,2.0,23.4
586,철근콘크리트,2.0,2.0,3.0,4.0,28.8
587,벽돌,1.0,1.0,3.0,10.0,30.5
588,벽돌,1.0,0.0,5.0,5.0,28.8
589,벽돌,1.0,0.0,9.0,8.0,14.7
590,벽돌,2.0,0.0,10.0,1.0,32.5
591,벽돌,1.0,3.0,0.0,10.0,27.4
592,벽돌,2.0,0.0,10.0,4.0,17.7
593,철근콘크리트,2.0,,11.0,3.0,19.1
594,철근콘크리트,3.0,2.0,0.0,6.0,34.1
595,철근콘크리트,2.0,1.0,5.0,1.0,25.0
596,벽돌,2.0,3.0,3.0,10.0,40.8
597,,1.0,0.0,7.0,5.0,25.2
598,목조,2.0,0.0,9.0,1.0,19.3
599,철근콘크리트,1.0,1.0,5.0,2.0,21.2
600,철근콘크리트,,3.0,10.0,7.0,39.7
601,철근콘크리트,2.0,,7.0,7.0,22.4
602,벽돌,2.0,3.0,14.0,4.0,31.9
603,철근콘크리트,2.0,0.0,1.0,1.0,17.1
604,철근콘크리트,2.0,3.0,4.0,2.0,33.1
605,철근콘크리트,2.0,3.0,12.0,2.0,29.0
606,목조,3.0,1.0,12.0,7.0,33.2
607,벽돌,2.0,2.0,4.0,3.0,27.0
608,벽돌,1.0,2.0,11.0,10.0,22.2
609,철근콘크리트,1.0,2.0,8.0,7.0,33.5
610,철근콘크리트,2.0,0.0,13.0,7.0,35.8
611,목조,2.0,1.0,6.0,5.0,17.1
612,목조,,0.0,8.0,6.0,13.0
613,철근콘크리트,2.0,1.0,2.0,2.0,21.5
614,철근콘크리트,2.0,1.0,13.0,1.0,27.8
615,철근콘크리트,,2.0,8.0,7.0,21.6
616,목조,1.0,3.0,5.0,8.0,23.3
617,벽돌,1.0,2.0,4.0,5.0,16.8
618,철근콘크리트,2.0,3.0,9.0,5.0,20.3
619,목조,3.0,3.0,11.0,5.0,37.4
620,벽돌,1.0,0.0,10.0,4.0,25.1
621,철근콘크리트,2.0,3.0,10.0,3.0,27.4
622,목조,2.0,2.0,0.0,5.0,33.7
623,목조,1.0,1.0,10.0,8.0,32.7
624,목조,1.0,3.0,7.0,5.0,27.7
625,벽돌,1.0,1.0,10.0,5.0,15.0
626,벽돌,1.0,0.0,7.0,2.0,6.2
627,철근콘크리트,1.0,3.0,8.0,6.0,25.1
628,철근콘크리트,2.0,3.0,13.0,9.0,29.1
629,벽돌,1.0,3.0,5.0,3.0,22.4
630,목조,1.0,0.0,3.0,7.0,24.3
631,벽돌,2.0,0.0,2.0,8.0,20.2
632,벽돌,2.0,2.0,0.0,5.0,40.2
633,벽돌,2.0,1.0,0.0,5.0,21.0
634,철근콘크리트,2.0,1.0,7.0,10.0,35.1
635,목조,1.0,3.0,13.0,2.0,24.6
636,목조,2.0,2.0,7.0,7.0,28.7
637,목조,1.0,3.0,1.0,9.0,28.8
638,벽돌,2.0,2.0,12.0,2.0,31.0
639,목조,1.0,0.0,12.0,1.0,10.3
640,벽돌,2.0,2.0,10.0,7.0,22.2
641,,2.0,3.0,11.0,5.0,26.3
642,목조,2.0,3.0,3.0,2.0,22.6
643,벽돌,1.0,0.0,4.0,10.0,21.2
644,목조,2.0,0.0,6.0,9.0,24.9
645,벽돌,3.0,0.0,2.0,4.0,27.0
646,,1.0,0.0,3.0,5.0,25.1
647,목조,2.0,1.0,13.0,2.0,29.0
648,목조,2.0,2.0,11.0,9.0,26.8
649,철근콘크리트,1.0,2.0,7.0,1.0,20.0
650,벽돌,2.0,0.0,14.0,9.0,28.9
651,벽돌,2.0,1.0,5.0,7.0,26.2
652,철근콘크리트,2.0,0.0,12.0,5.0,22.2
653,목조,2.0,0.0,6.0,4.0,24.9
654,목조,2.0,0.0,3.0,10.0,23.5
655,철근콘크리트,2.0,0.0,9.0,8.0,33.0
656,철근콘크리트,2.0,1.0,1.0,8.0,21.3
657,철근콘크리트,2.0,3.0,2.0,10.0,30.1
658,벽돌,2.0,3.0,4.0,2.0,19.7
659,벽돌,,3.0,11.0,9.0,35.7
660,벽돌,2.0,3.0,9.0,9.0,36.8
661,철근콘크리트,2.0,1.0,3.0,3.0,24.4
662,벽돌,2.0,1.0,7.0,9.0,22.8
663,벽돌,2.0,3.0,7.0,3.0,25.1
664,철근콘크리트,2.0,3.0,4.0,3.0,32.4
665,벽돌,2.0,3.0,6.0,5.0,24.0
666,벽돌,1.0,1.0,1.0,4.0,21.7
667,벽돌,2.0,2.0,1.0,4.0,27.6
668,목조,2.0,2.0,11.0,4.0,36.2
669,목조,1.0,3.0,0.0,3.0,17.3
670,목조,3.0,,12.0,3.0,34.5
671,벽돌,2.0,0.0,14.0,9.0,21.1
672,벽돌,1.0,3.0,10.0,7.0,26.2
673,철근콘크리트,2.0,1.0,2.0,8.0,17.4
674,목조,2.0,0.0,13.0,10.0,34.3
675,목조,2.0,1.0,9.0,4.0,29.3
676,벽돌,3.0,0.0,7.0,9.0,35.7
677,벽돌,1.0,1.0,5.0,1.0,16.8
678,철근콘크리트,2.0,0.0,4.0,1.0,28.2
679,철근콘크리트,2.0,3.0,9.0,6.0,29.2
680,목조,,2.0,10.0,4.0,23.9
681,철근콘크리트,1.0,3.0,6.0,4.0,27.5
682,벽돌,1.0,3.0,1.0,1.0,24.7
683,벽돌,3.0,3.0,14.0,3.0,31.5
684,목조,2.0,1.0,7.0,5.0,24.7
685,벽돌,1.0,0.0,6.0,5.0,15.1
686,목조,2.0,,0.0,3.0,32.6
687,목조,1.0,1.0,7.0,5.0,21.5
688,목조,2.0,0.0,4.0,8.0,26.8
689,목조,2.0,1.0,8.0,2.0,22.2
690,벽돌,1.0,1.0,10.0,5.0,21.1
691,철근콘크리트,2.0,0.0,6.0,8.0,29.2
692,벽돌,2.0,0.0,2.0,6.0,26.5
693,벽돌,1.0,3.0,9.0,5.0,26.1
694,목조,1.0,1.0,0.0,5.0,21.7
695,목조,2.0,2.0,11.0,6.0,29.3
696,목조,1.0,3.0,5.0,4.0,26.4
697,벽돌,1.0,0.0,12.0,1.0,25.0
698,철근콘크리트,2.0,1.0,12.0,10.0,26.8
699,목조,2.0,2.0,8.0,1.0,38.6
700,철근콘크리트,2.0,2.0,3.0,6.0,31.8
701,철근콘크리트,2.0,0.0,10.0,8.0,21.7
702,,3.0,2.0,9.0,1.0,28.0
703,철근콘크리트,1.0,0.0,1.0,4.0,13.3
704,목조,2.0,3.0,11.0,7.0,27.7
705,벽돌,2.0,2.0,0.0,6.0,36.4
706,철근콘크리트,1.0,3.0,0.0,4.0,25.6
707,벽돌,2.0,0.0,5.0,6.0,26.1
708,목조,2.0,2.0,3.0,9.0,35.0
709,철근콘크리트,2.0,3.0,8.0,3.0,37.3
710,벽돌,1.0,3.0,0.0,8.0,31.5
711,벽돌,3.0,0.0,7.0,8.0,29.6
712,목조,1.0,3.0,2.0,1.0,27.3
713,철근콘크리트,2.0,,10.0,8.0,37.9
714,목조,2.0,1.0,6.0,2.0,24.3
715,벽돌,3.0,2.0,9.0,2.0,36.0
716,목조,,0.0,7.0,1.0,19.7
717,목조,2.0,3.0,7.0,3.0,32.9
718,철근콘크리트,2.0,1.0,0.0,5.0,24.6
719,철근콘크리트,2.0,0.0,2.0,3.0,24.5
720,철근콘크리트,2.0,0.0,1.0,8.0,22.1
721,철근콘크리트,2.0,1.0,10.0,5.0,20.1
722,철근콘크리트,1.0,3.0,5.0,6.0,27.6
723,목조,2.0,0.0,10.0,9.0,19.3
724,목조,3.0,3.0,7.0,6.0,43.7
725,목조,2.0,1.0,11.0,7.0,22.9
726,벽돌,2.0,2.0,12.0,9.0,28.2
727,철근콘크리트,1.0,1.0,10.0,4.0,18.1
728,철근콘크리트,1.0,3.0,6.0,5.0,29.5
729,목조,1.0,1.0,14.0,1.0,17.8
730,철근콘크리트,2.0,3.0,9.0,10.0,35.4
731,목조,3.0,2.0,10.0,1.0,36.1
732,철근콘크리트,1.0,0.0,14.0,5.0,15.2
733,철근콘크리트,2.0,2.0,9.0,5.0,26.0
734,목조,2.0,0.0,7.0,7.0,29.3
735,목조,,1.0,14.0,2.0,24.4
736,목조,2.0,3.0,5.0,5.0,29.9
737,벽돌,2.0,2.0,9.0,8.0,29.9
738,목조,1.0,3.0,9.0,10.0,36.0
739,벽돌,1.0,3.0,1.0,4.0,23.1
740,벽돌,2.0,2.0,5.0,5.0,32.0
741,목조,2.0,2.0,9.0,4.0,30.9
742,목조,1.0,2.0,7.0,9.0,29.4
743,목조,1.0,0.0,6.0,7.0,16.5
744,목조,1.0,0.0,10.0,5.0,27.2
745,철근콘크리트,2.0,0.0,2.0,1.0,15.8
746,,2.0,3.0,10.0,7.0,36.2
747,벽돌,1.0,2.0,1.0,9.0,23.5
748,벽돌,2.0,3.0,14.0,3.0,25.1
749,철근콘크리트,,0.0,2.0,1.0,26.6
750,철근콘크리트,1.0,1.0,6.0,7.0,14.6
751,벽돌,1.0,0.0,4.0,10.0,18.8
752,철근콘크리트,2.0,1.0,4.0,1.0,31.9
753,목조,2.0,0.0,9.0,4.0,14.5
754,벽돌,1.0,1.0,1.0,5.0,26.1
755,벽돌,1.0,2.0,13.0,2.0,24.4
756,벽돌,2.0,0.0,6.0,5.0,28.8
757,철근콘크리트,1.0,2.0,6.0,5.0,18.5
758,철근콘크리트,2.0,2.0,9.0,8.0,20.9
759,벽돌,2.0,2.0,12.0,9.0,21.5
760,목조,2.0,0.0,8.0,1.0,31.5
761,벽돌,2.0,2.0,1.0,10.0,29.8
762,목조,2.0,0.0,12.0,8.0,14.5
763,목조,2.0,3.0,10.0,2.0,33.4
764,벽돌,1.0,3.0,0.0,5.0,25.4
765,철근콘크리트,2.0,1.0,8.0,1.0,32.0
766,철근콘크리트,2.0,3.0,9.0,3.0,36.6
767,목조,2.0,2.0,7.0,4.0,28.1
768,철근콘크리트,1.0,0.0,5.0,5.0,16.6
769,목조,2.0,3.0,0.0,2.0,35.4
770,목조,2.0,1.0,14.0,7.0,29.9
771,,2.0,2.0,1.0,6.0,37.3
772,철근콘크리트,1.0,3.0,7.0,1.0,23.5
773,철근콘크리트,2.0,2.0,6.0,6.0,29.1
774,목조,2.0,0.0,11.0,1.0,14.6
775,철근콘크리트,1.0,0.0,8.0,7.0,16.5
776,철근콘크리트,2.0,0.0,9.0,4.0,27.1
777,벽돌,3.0,0.0,10.0,1.0,28.3
778,목조,2.0,0.0,13.0,8.0,30.9
779,벽돌,1.0,0.0,1.0,1.0,23.1
780,철근콘크리트,1.0,1.0,5.0,6.0,17.1
781,철근콘크리트,1.0,1.0,6.0,9.0,30.3
782,목조,2.0,3.0,13.0,1.0,30.6
783,벽돌,1.0,1.0,5.0,6.0,22.5
784,목조,2.0,2.0,6.0,8.0,37.1
785,목조,2.0,1.0,13.0,9.0,29.3
786,철근콘크리트,3.0,3.0,6.0,1.0,28.7
787,벽돌,3.0,1.0,9.0,10.0,34.6
788,목조,1.0,0.0,14.0,8.0,20.9
789,목조,,2.0,13.0,8.0,23.6
790,목조,,2.0,14.0,6.0,33.6
791,목조,1.0,3.0,12.0,5.0,18.3
792,목조,1.0,1.0,7.0,7.0,24.0
793,철근콘크리트,1.0,0.0,11.0,10.0,32.3
794,벽돌,2.0,1.0,5.0,7.0,30.6
795,철근콘크리트,,3.0,14.0,9.0,24.5
796,벽돌,2.0,0.0,7.0,5.0,23.4
797,목조,1.0,3.0,3.0,10.0,20.8
798,목조,2.0,2.0,2.0,4.0,32.1
799,철근콘크리트,2.0,1.0,4.0,5.0,35.1
800,목조,2.0,1.0,7.0,4.0,20.6
801,철근콘크리트,2.0,3.0,0.0,3.0,26.0
802,철근콘크리트,2.0,2.0,7.0,8.0,38.3
803,벽돌,1.0,3.0,8.0,10.0,21.0
804,철근콘크리트,2.0,3.0,10.0,4.0,36.8
805,철근콘크리트,2.0,3.0,12.0,9.0,33.1
806,목조,1.0,3.0,12.0,7.0,26.8
807,벽돌,2.0,2.0,8.0,3.0,33.5
808,벽돌,1.0,2.0,5.0,10.0,29.1
809,벽돌,2.0,0.0,1.0,10.0,21.0
810,목조,2.0,1.0,0.0,6.0,26.3
811,벽돌,2.0,2.0,1.0,3.0,23.4
812,철근콘크리트,1.0,3.0,1.0,9.0,33.4
813,목조,2.0,1.0,13.0,6.0,30.5
814,철근콘크리트,3.0,1.0,7.0,8.0,34.3
815,목조,2.0,2.0,6.0,3.0,36.8
816,벽돌,1.0,1.0,5.0,5.0,21.0
817,철근콘크리트,2.0,0.0,4.0,4.0,22.5
818,목조,3.0,,11.0,1.0,39.9
819,,3.0,1.0,5.0,8.0,32.8
820,철근콘크리트,1.0,2.0,9.0,5.0,30.3
821,벽돌,2.0,3.0,10.0,5.0,42.2
822,철근콘크리트,2.0,0.0,4.0,2.0,26.7
823,목조,2.0,2.0,7.0,8.0,26.8
824,목조,2.0,0.0,7.0,4.0,14.5
825,벽돌,2.0,0.0,3.0,1.0,20.9
826,목조,1.0,1.0,3.0,1.0,23.6
827,목조,1.0,3.0,11.0,5.0,20.0
828,,1.0,1.0,4.0,8.0,19.6
829,벽돌,3.0,0.0,5.0,9.0,21.8
830,목조,2.0,2.0,7.0,5.0,43.4
831,목조,2.0,3.0,9.0,5.0,40.6
832,목조,1.0,0.0,11.0,5.0,13.0
833,목조,2.0,2.0,7.0,8.0,40.0
834,벽돌,2.0,0.0,1.0,10.0,28.3
835,벽돌,2.0,1.0,10.0,5.0,23.7
836,벽돌,3.0,1.0,14.0,5.0,26.4
837,목조,1.0,0.0,0.0,8.0,16.6
838,목조,1.0,1.0,10.0,4.0,18.8
839,벽돌,2.0,3.0,0.0,5.0,30.8
840,벽돌,2.0,2.0,13.0,2.0,27.2
841,벽돌,2.0,0.0,8.0,1.0,22.6
842,벽돌,1.0,0.0,5.0,10.0,28.5
843,벽돌,2.0,1.0,0.0,3.0,35.6
844,철근콘크리트,1.0,3.0,6.0,10.0,26.2
845,목조,1.0,2.0,5.0,4.0,24.1
846,철근콘크리트,2.0,2.0,8.0,2.0,19.8
847,철근콘크리트,2.0,2.0,9.0,4.0,27.4
848,철근콘크리트,3.0,1.0,14.0,8.0,41.1
849,벽돌,2.0,3.0,13.0,4.0,19.7
850,벽돌,2.0,3.0,3.0,4.0,32.8
851,철근콘크리트,2.0,1.0,7.0,6.0,33.2
852,벽돌,2.0,2.0,12.0,1.0,31.3
853,목조,2.0,0.0,13.0,10.0,28.8
854,철근콘크리트,2.0,3.0,7.0,3.0,26.6
855,목조,2.0,2.0,13.0,2.0,21.8
856,벽돌,1.0,3.0,10.0,10.0,31.1
857,벽돌,3.0,3.0,10.0,7.0,38.5
858,벽돌,1.0,1.0,11.0,7.0,27.5
859,철근콘크리트,1.0,0.0,7.0,9.0,21.8
860,철근콘크리트,3.0,3.0,11.0,2.0,35.7
861,목조,2.0,0.0,3.0,5.0,21.5
862,목조,2.0,1.0,10.0,1.0,21.7
863,,2.0,2.0,3.0,1.0,35.5
864,철근콘크리트,3.0,2.0,0.0,9.0,36.7
865,목조,2.0,2.0,1.0,2.0,18.8
866,목조,2.0,0.0,4.0,9.0,32.2
867,벽돌,1.0,1.0,11.0,1.0,29.9
868,목조,3.0,3.0,12.0,10.0,39.3
869,철근콘크리트,1.0,3.0,5.0,4.0,15.9
870,벽돌,2.0,0.0,2.0,8.0,29.6
871,벽돌,1.0,0.0,1.0,1.0,6.8
872,목조,1.0,3.0,5.0,1.0,18.7
873,목조,2.0,1.0,3.0,7.0,35.7
874,철근콘크리트,2.0,0.0,12.0,8.0,38.0
875,목조,2.0,3.0,2.0,2.0,36.2
876,철근콘크리트,2.0,1.0,14.0,5.0,26.5
877,목조,1.0,0.0,3.0,6.0,22.6
878,벽돌,2.0,0.0,13.0,1.0,29.1
879,철근콘크리트,1.0,1.0,7.0,3.0,15.9
880,벽돌,2.0,0.0,8.0,7.0,27.0
881,벽돌,2.0,3.0,4.0,1.0,25.9
882,철근콘크리트,2.0,0.0,3.0,1.0,14.1
883,벽돌,3.0,0.0,11.0,4.0,34.0
884,철근콘크리트,1.0,1.0,7.0,9.0,25.5
885,목조,1.0,3.0,8.0,8.0,32.3
886,목조,1.0,3.0,8.0,7.0,25.0
887,목조,2.0,1.0,3.0,2.0,31.2
888,목조,2.0,3.0,10.0,2.0,36.2
889,목조,2.0,0.0,9.0,1.0,16.8
890,목조,2.0,1.0,5.0,1.0,22.2
891,철근콘크리트,1.0,2.0,9.0,1.0,23.0
892,목조,2.0,3.0,7.0,6.0,36.6
893,벽돌,1.0,2.0,7.0,3.0,28.2
894,벽돌,2.0,2.0,1.0,8.0,35.3
895,벽돌,1.0,1.0,4.0,7.0,10.7
896,벽돌,3.0,3.0,14.0,6.0,45.0
897,목조,2.0,3.0,13.0,8.0,36.0
898,철근콘크리트,2.0,1.0,5.0,10.0,28.6
899,철근콘크리트,1.0,0.0,9.0,8.0,23.6
900,목조,1.0,0.0,8.0,1.0,20.0
901,벽돌,,2.0,7.0,8.0,38.0
902,목조,1.0,,6.0,1.0,17.1
903,철근콘크리트,3.0,0.0,8.0,2.0,26.6
904,벽돌,1.0,1.0,8.0,5.0,12.5
905,,2.0,2.0,0.0,9.0,29.4
906,벽돌,1.0,2.0,4.0,2.0,33.2
907,철근콘크리트,2.0,0.0,11.0,6.0,31.1
908,철근콘크리트,2.0,0.0,13.0,9.0,23.8
909,목조,2.0,3.0,2.0,8.0,38.8
910,철근콘크리트,2.0,1.0,4.0,5.0,19.0
911,목조,2.0,1.0,3.0,7.0,27.8
912,철근콘크리트,2.0,0.0,12.0,2.0,27.0
913,목조,1.0,1.0,8.0,6.0,17.3
914,벽돌,3.0,2.0,6.0,7.0,29.1
915,철근콘크리트,2.0,1.0,0.0,2.0,26.4
916,목조,1.0,3.0,4.0,5.0,27.2
917,목조,1.0,1.0,14.0,8.0,21.9
918,목조,2.0,1.0,0.0,10.0,19.4
919,벽돌,2.0,0.0,0.0,8.0,27.9
920,목조,2.0,0.0,10.0,9.0,37.1
921,목조,2.0,2.0,4.0,5.0,38.3
922,목조,1.0,,11.0,8.0,24.8
923,철근콘크리트,2.0,0.0,12.0,6.0,30.4
924,철근콘크리트,3.0,0.0,10.0,6.0,37.4
925,철근콘크리트,2.0,2.0,5.0,3.0,24.3
926,목조,2.0,3.0,10.0,7.0,31.6
927,벽돌,2.0,0.0,2.0,3.0,20.9
928,벽돌,2.0,0.0,0.0,4.0,29.4
929,벽돌,1.0,3.0,7.0,1.0,28.1
930,철근콘크리트,2.0,1.0,8.0,8.0,25.1
931,철근콘크리트,2.0,2.0,3.0,5.0,25.9
932,철근콘크리트,2.0,3.0,0.0,6.0,24.3
933,벽돌,2.0,3.0,14.0,2.0,31.2
934,벽돌,2.0,2.0,6.0,6.0,35.4
935,목조,1.0,1.0,0.0,8.0,30.8
936,벽돌,1.0,1.0,1.0,3.0,24.5
937,벽돌,2.0,2.0,12.0,10.0,38.1
938,벽돌,1.0,0.0,13.0,2.0,11.0
939,목조,2.0,2.0,7.0,8.0,32.5
940,벽돌,2.0,3.0,14.0,5.0,34.3
941,철근콘크리트,2.0,2.0,7.0,8.0,26.1
942,벽돌,1.0,3.0,9.0,3.0,22.3
943,철근콘크리트,2.0,3.0,9.0,4.0,24.8
944,철근콘크리트,2.0,2.0,2.0,4.0,17.8
945,철근콘크리트,2.0,3.0,7.0,8.0,42.7
946,철근콘크리트,1.0,1.0,5.0,2.0,12.3
947,철근콘크리트,3.0,,10.0,10.0,36.5
948,철근콘크리트,2.0,1.0,12.0,7.0,25.8
949,벽돌,2.0,0.0,10.0,1.0,25.7
950,철근콘크리트,2.0,3.0,11.0,8.0,36.0
951,철근콘크리트,2.0,1.0,6.0,10.0,34.1
952,벽돌,1.0,2.0,5.0,8.0,21.0
953,목조,2.0,2.0,9.0,4.0,28.0
954,목조,2.0,3.0,9.0,6.0,28.9
955,철근콘크리트,1.0,2.0,12.0,1.0,13.8
956,철근콘크리트,2.0,3.0,5.0,7.0,38.6
957,철근콘크리트,1.0,0.0,8.0,2.0,20.6
958,목조,1.0,0.0,0.0,8.0,18.4
959,벽돌,2.0,1.0,3.0,8.0,30.5
960,철근콘크리트,3.0,,2.0,10.0,31.7
961,벽돌,2.0,1.0,3.0,1.0,19.4
962,목조,1.0,2.0,5.0,7.0,34.3
963,철근콘크리트,2.0,0.0,12.0,5.0,18.8
964,목조,2.0,0.0,5.0,2.0,29.6
965,목조,2.0,0.0,10.0,4.0,13.1
966,벽돌,2.0,3.0,9.0,5.0,23.8
967,벽돌,2.0,0.0,0.0,9.0,24.5
968,,,1.0,3.0,1.0,29.3
969,철근콘크리트,2.0,1.0,3.0,9.0,28.4
970,목조,2.0,1.0,4.0,4.0,21.7
971,철근콘크리트,1.0,1.0,0.0,1.0,18.1
972,벽돌,,0.0,2.0,5.0,20.3
973,철근콘크리트,1.0,3.0,10.0,2.0,19.1
974,벽돌,2.0,1.0,6.0,5.0,26.2
975,철근콘크리트,2.0,0.0,7.0,8.0,14.5
976,벽돌,1.0,2.0,0.0,1.0,23.1
977,철근콘크리트,1.0,3.0,10.0,2.0,15.0
978,벽돌,2.0,2.0,5.0,9.0,40.2
979,철근콘크리트,3.0,3.0,13.0,10.0,44.0
980,,2.0,3.0,7.0,2.0,32.0
981,철근콘크리트,2.0,2.0,4.0,1.0,13.8
982,철근콘크리트,2.0,0.0,8.0,9.0,27.2
983,벽돌,3.0,0.0,1.0,2.0,26.4
984,목조,1.0,0.0,1.0,9.0,20.2
985,벽돌,2.0,1.0,14.0,9.0,29.1
986,철근콘크리트,1.0,1.0,12.0,9.0,14.0
987,벽돌,2.0,2.0,3.0,5.0,35.7
988,벽돌,1.0,1.0,13.0,8.0,32.8
989,철근콘크리트,1.0,0.0,5.0,8.0,19.2
990,철근콘크리트,2.0,3.0,9.0,9.0,32.4
991,목조,2.0,0.0,6.0,3.0,26.7
992,벽돌,2.0,1.0,5.0,4.0,35.2
993,벽돌,1.0,0.0,0.0,7.0,20.0
994,목조,1.0,0.0,4.0,8.0,24.7
995,철근콘크리트,2.0,2.0,2.0,5.0,18.4
996,목조,1.0,2.0,0.0,4.0,22.3
997,목조,1.0,3.0,11.0,2.0,22.0
998,목조,1.0,3.0,4.0,3.0,34.8
999,벽돌,2.0,2.0,12.0,7.0,35.0
1000,목조,2.0,1.0,7.0,9.0,30.2
1001,목조,1.0,2.0,5.0,10.0,27.0
1002,벽돌,2.0,1.0,10.0,2.0,27.3
1003,벽돌,2.0,2.0,13.0,5.0,20.1
1004,목조,2.0,2.0,9.0,4.0,27.1
1005,벽돌,2.0,1.0,11.0,7.0,24.6
1006,철근콘크리트,1.0,3.0,13.0,6.0,29.4
1007,철근콘크리트,3.0,2.0,7.0,1.0,38.3
1008,철근콘크리트,1.0,3.0,2.0,4.0,26.6
1009,벽돌,2.0,1.0,2.0,5.0,16.2
1010,철근콘크리트,2.0,0.0,10.0,8.0,26.5
1011,벽돌,2.0,3.0,2.0,5.0,29.2
1012,철근콘크리트,3.0,0.0,8.0,6.0,34.7
1013,철근콘크리트,2.0,0.0,8.0,2.0,21.4
1014,목조,2.0,2.0,12.0,6.0,34.4
1015,목조,2.0,1.0,12.0,4.0,23.8
1016,목조,2.0,2.0,14.0,7.0,44.1
1017,벽돌,2.0,0.0,11.0,2.0,15.0
1018,목조,1.0,3.0,14.0,9.0,23.0
1019,철근콘크리트,2.0,2.0,2.0,5.0,21.6
1020,벽돌,1.0,2.0,3.0,5.0,17.3
1021,벽돌,1.0,1.0,1.0,3.0,23.4
1022,벽돌,2.0,0.0,5.0,8.0,27.3
1023,벽돌,1.0,0.0,7.0,2.0,19.5
1024,철근콘크리트,1.0,2.0,13.0,5.0,29.3
1025,벽돌,2.0,,9.0,7.0,16.1
1026,벽돌,2.0,3.0,8.0,1.0,22.8
1027,철근콘크리트,2.0,1.0,10.0,4.0,34.0
1028,철근콘크리트,1.0,0.0,2.0,6.0,29.0
1029,벽돌,2.0,1.0,5.0,7.0,27.8
1030,목조,2.0,0.0,3.0,10.0,31.8
