number,region,area_sqm,num_rooms,num_bathrooms,building_age
671,강북,120.0,2.0,1.0,19.0
672,마포,66.0,5.0,2.0,17.0
673,기타,137.0,2.0,1.0,25.0
674,강남,119.0,3.0,1.0,2.0
675,서초,147.0,5.0,1.0,29.0
676,마포,187.0,4.0,2.0,1.0
677,강북,122.0,4.0,3.0,32.0
678,서초,183.0,4.0,3.0,30.0
679,서초,104.0,3.0,2.0,28.0
680,강북,170.0,3.0,3.0,38.0
681,강남,50.0,5.0,3.0,18.0
682,서초,66.0,1.0,3.0,10.0
683,강북,189.0,3.0,2.0,19.0
684,마포,117.0,2.0,2.0,16.0
685,강북,65.0,1.0,3.0,5.0
686,강남,164.0,1.0,3.0,4.0
687,강남,53.0,3.0,1.0,28.0
688,마포,153.0,5.0,1.0,27.0
689,강북,160.0,,2.0,23.0
690,서초,90.0,2.0,3.0,37.0
691,강남,103.0,3.0,2.0,11.0
692,강북,174.0,1.0,2.0,3.0
693,서초,61.0,2.0,3.0,17.0
694,서초,93.0,3.0,1.0,23.0
695,강남,115.0,1.0,2.0,29.0
696,강남,56.0,5.0,2.0,26.0
697,강남,101.0,4.0,1.0,19.0
698,강북,154.0,2.0,2.0,19.0
699,서초,119.0,2.0,1.0,0.0
700,강북,192.0,3.0,1.0,11.0
701,마포,94.0,5.0,2.0,26.0
702,마포,183.0,3.0,1.0,36.0
703,마포,70.0,2.0,2.0,34.0
704,강북,118.0,1.0,2.0,6.0
705,강남,123.0,3.0,2.0,0.0
706,서초,80.0,,3.0,27.0
707,서초,142.0,2.0,1.0,28.0
708,강남,127.0,5.0,1.0,20.0
709,서초,119.0,4.0,1.0,12.0
710,강남,69.0,2.0,2.0,7.0
711,강북,187.0,4.0,1.0,9.0
712,강남,115.0,1.0,3.0,32.0
713,강남,145.0,2.0,3.0,8.0
714,강남,100.0,5.0,2.0,34.0
715,강남,194.0,1.0,3.0,24.0
716,서초,73.0,2.0,1.0,14.0
717,강남,154.0,1.0,3.0,31.0
718,강북,163.0,4.0,2.0,21.0
719,강남,70.0,2.0,2.0,1.0
720,강북,142.0,2.0,3.0,16.0
721,기타,91.0,3.0,3.0,5.0
722,서초,55.0,4.0,2.0,
723,강북,107.0,,1.0,17.0
724,서초,199.0,,3.0,2.0
725,강북,105.0,4.0,3.0,11.0
726,마포,111.0,2.0,1.0,18.0
727,마포,94.0,3.0,,39.0
728,강남,61.0,3.0,3.0,11.0
729,마포,82.0,1.0,1.0,
730,서초,148.0,1.0,3.0,24.0
731,서초,193.0,1.0,2.0,11.0
732,기타,103.0,4.0,2.0,30.0
733,강북,128.0,2.0,2.0,6.0
734,마포,144.0,2.0,1.0,2.0
735,강남,69.0,1.0,3.0,12.0
736,강남,130.0,,3.0,38.0
737,강북,157.0,5.0,1.0,16.0
738,강남,96.0,3.0,3.0,10.0
739,강북,135.0,1.0,3.0,25.0
740,서초,132.0,2.0,2.0,11.0
741,강북,192.0,4.0,3.0,16.0
742,서초,114.0,2.0,2.0,26.0
743,강북,103.0,3.0,1.0,27.0
744,서초,115.0,2.0,3.0,9.0
745,강북,104.0,1.0,3.0,9.0
746,서초,181.0,2.0,2.0,32.0
747,강남,53.0,4.0,1.0,37.0
748,기타,114.0,2.0,3.0,6.0
749,마포,176.0,3.0,1.0,16.0
750,강북,60.0,,1.0,30.0
751,강북,125.0,5.0,3.0,38.0
752,마포,183.0,,1.0,4.0
753,마포,79.0,3.0,2.0,39.0
754,서초,73.0,5.0,3.0,14.0
755,강남,53.0,2.0,2.0,16.0
756,기타,182.0,5.0,2.0,0.0
757,마포,66.0,2.0,1.0,31.0
758,강북,117.0,1.0,3.0,31.0
759,강북,112.0,2.0,3.0,32.0
760,마포,184.0,4.0,1.0,1.0
761,강남,105.0,,3.0,34.0
762,기타,82.0,1.0,3.0,22.0
763,마포,151.0,1.0,1.0,1.0
764,강남,77.0,4.0,2.0,39.0
765,서초,189.0,4.0,3.0,26.0
766,강남,155.0,5.0,3.0,24.0
767,기타,190.0,2.0,2.0,18.0
768,마포,53.0,1.0,1.0,11.0
769,서초,167.0,1.0,2.0,9.0
770,강남,93.0,1.0,2.0,9.0
771,강남,181.0,3.0,2.0,22.0
772,강남,72.0,3.0,1.0,37.0
773,마포,174.0,,2.0,37.0
774,강북,70.0,4.0,2.0,10.0
775,서초,57.0,1.0,1.0,35.0
776,서초,105.0,3.0,2.0,4.0
777,강남,180.0,2.0,2.0,36.0
778,강남,141.0,3.0,1.0,25.0
779,서초,106.0,3.0,1.0,13.0
780,마포,62.0,2.0,1.0,28.0
781,강남,77.0,5.0,1.0,
782,강북,180.0,2.0,2.0,
783,마포,60.0,4.0,1.0,5.0
784,서초,180.0,5.0,2.0,25.0
785,강북,160.0,3.0,1.0,10.0
786,기타,169.0,,1.0,4.0
787,마포,127.0,5.0,2.0,12.0
788,강북,134.0,3.0,3.0,27.0
789,강남,54.0,1.0,2.0,33.0
790,서초,129.0,3.0,1.0,11.0
791,강북,57.0,5.0,3.0,33.0
792,서초,113.0,1.0,1.0,35.0
793,강남,130.0,4.0,1.0,19.0
794,강남,125.0,3.0,2.0,22.0
795,마포,67.0,3.0,2.0,
796,기타,140.0,3.0,3.0,7.0
797,강북,90.0,3.0,3.0,35.0
798,강남,174.0,1.0,3.0,
799,강남,152.0,4.0,1.0,10.0
800,마포,112.0,1.0,3.0,29.0
801,마포,146.0,1.0,3.0,33.0
802,강남,167.0,1.0,3.0,15.0
803,강북,77.0,5.0,2.0,35.0
804,강남,191.0,3.0,1.0,39.0
805,강남,89.0,5.0,3.0,25.0
806,마포,127.0,2.0,3.0,25.0
807,강남,135.0,5.0,1.0,19.0
808,강남,88.0,2.0,1.0,26.0
809,강북,114.0,3.0,1.0,15.0
810,마포,98.0,3.0,3.0,0.0
811,마포,125.0,3.0,2.0,31.0
812,강남,106.0,,3.0,24.0
813,서초,122.0,4.0,2.0,15.0
814,서초,183.0,5.0,1.0,31.0
815,강남,183.0,2.0,2.0,18.0
816,강남,54.0,2.0,,27.0
817,마포,144.0,5.0,3.0,34.0
818,강남,195.0,2.0,2.0,16.0
819,강남,160.0,5.0,1.0,36.0
820,강남,73.0,4.0,1.0,7.0
821,서초,186.0,3.0,1.0,2.0
822,강북,192.0,1.0,3.0,2.0
823,강북,168.0,1.0,2.0,26.0
824,강북,121.0,2.0,1.0,33.0
825,마포,146.0,1.0,2.0,25.0
826,강남,82.0,4.0,3.0,22.0
827,마포,88.0,2.0,2.0,37.0
828,마포,66.0,4.0,1.0,27.0
829,기타,184.0,2.0,2.0,38.0
830,서초,196.0,5.0,3.0,2.0
831,강남,144.0,4.0,3.0,1.0
832,마포,59.0,1.0,1.0,35.0
833,서초,158.0,5.0,1.0,0.0
834,강남,126.0,2.0,2.0,27.0
835,강북,161.0,1.0,2.0,22.0
836,강북,164.0,1.0,3.0,12.0
837,강북,99.0,3.0,1.0,24.0
838,마포,127.0,3.0,3.0,32.0
839,강북,155.0,4.0,3.0,6.0
840,강남,70.0,5.0,3.0,18.0
841,기타,193.0,2.0,3.0,20.0
842,강남,113.0,3.0,3.0,24.0
843,강남,146.0,5.0,3.0,0.0
844,강북,84.0,2.0,3.0,4.0
845,서초,69.0,1.0,3.0,14.0
846,기타,136.0,2.0,3.0,28.0
847,마포,160.0,1.0,2.0,30.0
848,강남,178.0,3.0,1.0,3.0
849,기타,85.0,1.0,2.0,18.0
850,강북,196.0,3.0,3.0,13.0
851,서초,156.0,,1.0,18.0
852,서초,112.0,4.0,1.0,3.0
853,서초,91.0,2.0,2.0,3.0
854,기타,124.0,5.0,1.0,9.0
855,마포,76.0,3.0,3.0,18.0
856,서초,86.0,1.0,2.0,15.0
857,마포,195.0,3.0,1.0,15.0
858,서초,118.0,5.0,2.0,32.0
859,강북,101.0,3.0,2.0,5.0
860,강남,178.0,4.0,3.0,36.0
861,강북,181.0,2.0,3.0,32.0
862,마포,116.0,2.0,1.0,22.0
863,강남,144.0,3.0,2.0,1.0
864,강남,194.0,2.0,3.0,36.0
865,마포,83.0,4.0,2.0,33.0
866,강남,166.0,5.0,3.0,34.0
867,강남,88.0,5.0,3.0,0.0
868,강북,190.0,5.0,1.0,2.0
869,강북,75.0,1.0,1.0,33.0
870,서초,143.0,5.0,1.0,22.0
871,강북,57.0,3.0,2.0,35.0
872,기타,67.0,2.0,2.0,5.0
873,강남,158.0,,1.0,12.0
874,강남,191.0,5.0,,19.0
875,서초,169.0,5.0,2.0,17.0
876,서초,139.0,1.0,2.0,34.0
877,강남,72.0,3.0,1.0,22.0
878,서초,167.0,4.0,3.0,22.0
879,강남,60.0,1.0,2.0,39.0
880,마포,154.0,5.0,3.0,26.0
881,마포,146.0,4.0,2.0,38.0
882,기타,92.0,1.0,1.0,7.0
883,강남,164.0,3.0,2.0,10.0
884,강남,96.0,3.0,2.0,39.0
885,강남,77.0,4.0,1.0,16.0
886,서초,73.0,2.0,2.0,33.0
887,강남,175.0,4.0,3.0,33.0
888,강남,140.0,4.0,2.0,14.0
889,마포,84.0,2.0,3.0,20.0
890,강남,99.0,1.0,2.0,31.0
891,서초,67.0,5.0,1.0,23.0
892,강남,118.0,1.0,,5.0
893,강남,67.0,3.0,1.0,6.0
894,강남,140.0,4.0,2.0,19.0
895,기타,64.0,2.0,2.0,38.0
896,강남,188.0,2.0,2.0,1.0
897,서초,138.0,3.0,3.0,18.0
898,강북,132.0,5.0,1.0,3.0
899,강남,65.0,4.0,1.0,24.0
900,서초,76.0,3.0,3.0,17.0
901,강남,181.0,4.0,2.0,29.0
902,강남,123.0,1.0,2.0,31.0
903,강북,198.0,2.0,,10.0
904,강북,53.0,5.0,2.0,33.0
905,강북,194.0,1.0,3.0,25.0
906,강남,123.0,5.0,1.0,10.0
907,서초,140.0,4.0,2.0,10.0
908,기타,153.0,5.0,3.0,24.0
909,마포,175.0,3.0,2.0,2.0
910,강북,81.0,2.0,2.0,5.0
911,마포,179.0,1.0,3.0,32.0
912,강남,131.0,1.0,3.0,19.0
913,기타,73.0,2.0,3.0,9.0
914,강북,175.0,3.0,2.0,20.0
915,서초,136.0,4.0,2.0,26.0
916,기타,137.0,5.0,2.0,22.0
917,서초,76.0,3.0,3.0,38.0
918,강북,112.0,4.0,2.0,34.0
919,강남,114.0,3.0,3.0,20.0
920,서초,188.0,2.0,2.0,6.0
921,강남,180.0,2.0,3.0,13.0
922,마포,79.0,4.0,1.0,21.0
923,마포,159.0,3.0,1.0,
924,강남,180.0,2.0,1.0,3.0
925,강남,76.0,5.0,3.0,34.0
926,강북,169.0,2.0,1.0,14.0
927,기타,150.0,4.0,3.0,14.0
928,강남,163.0,1.0,3.0,22.0
929,강남,60.0,,3.0,8.0
930,강북,176.0,1.0,3.0,29.0
931,마포,136.0,1.0,1.0,15.0
932,기타,154.0,3.0,2.0,33.0
933,서초,133.0,1.0,3.0,20.0
934,서초,199.0,1.0,2.0,28.0
935,강남,111.0,3.0,1.0,14.0
936,서초,70.0,5.0,1.0,8.0
937,강남,148.0,3.0,1.0,17.0
938,강북,52.0,1.0,3.0,15.0
939,강북,194.0,4.0,2.0,18.0
940,강남,105.0,1.0,3.0,8.0
941,강북,160.0,4.0,2.0,33.0
942,마포,91.0,4.0,3.0,36.0
943,강남,76.0,1.0,1.0,36.0
944,기타,116.0,4.0,2.0,35.0
945,강남,181.0,3.0,3.0,13.0
946,기타,72.0,4.0,3.0,27.0
947,서초,198.0,,1.0,19.0
948,강북,117.0,4.0,2.0,3.0
949,강남,154.0,2.0,3.0,36.0
950,강남,146.0,3.0,2.0,31.0
951,서초,142.0,1.0,1.0,6.0
952,강북,128.0,4.0,3.0,11.0
953,서초,132.0,1.0,3.0,28.0
954,서초,99.0,1.0,1.0,22.0
955,강북,87.0,2.0,3.0,38.0
956,서초,185.0,3.0,3.0,22.0
957,강남,88.0,4.0,1.0,35.0
958,마포,59.0,3.0,3.0,15.0
959,강남,104.0,2.0,1.0,11.0
960,강북,197.0,2.0,2.0,1.0
961,강북,114.0,2.0,2.0,9.0
962,강남,104.0,3.0,3.0,3.0
963,강북,119.0,4.0,2.0,24.0
964,서초,136.0,5.0,2.0,5.0
965,강북,86.0,5.0,2.0,
966,강북,93.0,3.0,3.0,12.0
967,서초,128.0,2.0,1.0,34.0
968,서초,194.0,1.0,3.0,32.0
969,강북,190.0,2.0,1.0,22.0
970,강남,134.0,5.0,3.0,23.0
971,강북,110.0,4.0,3.0,17.0
972,강남,68.0,5.0,2.0,26.0
973,마포,54.0,1.0,1.0,24.0
974,기타,171.0,4.0,3.0,15.0
975,강북,68.0,,2.0,25.0
976,서초,52.0,4.0,2.0,8.0
977,강북,55.0,3.0,1.0,30.0
978,서초,189.0,3.0,3.0,11.0
979,강남,175.0,4.0,2.0,14.0
980,서초,155.0,1.0,2.0,23.0
981,기타,102.0,3.0,3.0,39.0
982,강남,94.0,1.0,1.0,15.0
983,마포,170.0,1.0,1.0,11.0
984,강북,134.0,4.0,1.0,29.0
985,강남,83.0,1.0,1.0,13.0
986,강북,54.0,5.0,2.0,
987,강남,171.0,1.0,1.0,21.0
988,강남,96.0,5.0,2.0,8.0
989,마포,70.0,5.0,1.0,24.0
990,마포,103.0,3.0,3.0,4.0
991,마포,146.0,4.0,,10.0
992,서초,196.0,5.0,3.0,22.0
993,마포,68.0,1.0,1.0,4.0
994,강남,71.0,2.0,1.0,14.0
995,강북,100.0,5.0,2.0,34.0
996,강남,60.0,1.0,1.0,26.0
997,강북,121.0,4.0,2.0,31.0
998,서초,146.0,1.0,2.0,6.0
999,마포,154.0,3.0,2.0,3.0
1000,강남,123.0,5.0,3.0,34.0
1001,마포,60.0,,1.0,5.0
1002,기타,196.0,5.0,3.0,19.0
1003,강북,131.0,2.0,3.0,39.0
1004,강남,103.0,3.0,1.0,33.0
1005,기타,141.0,3.0,2.0,13.0
1006,강남,70.0,5.0,2.0,27.0
1007,서초,192.0,5.0,3.0,8.0
1008,서초,53.0,5.0,2.0,12.0
1009,강북,114.0,3.0,2.0,37.0
1010,마포,152.0,3.0,2.0,26.0
1011,강북,180.0,3.0,3.0,25.0
1012,강남,199.0,2.0,1.0,25.0
1013,마포,143.0,5.0,2.0,36.0
1014,서초,124.0,2.0,2.0,1.0
1015,마포,153.0,1.0,1.0,36.0
1016,강남,192.0,4.0,3.0,
1017,강북,116.0,1.0,2.0,26.0
1018,마포,71.0,2.0,3.0,35.0
1019,강북,138.0,4.0,3.0,32.0
1020,마포,56.0,3.0,3.0,33.0
1021,강남,51.0,3.0,3.0,9.0
1022,서초,133.0,5.0,2.0,30.0
1023,기타,132.0,2.0,3.0,7.0
1024,서초,81.0,1.0,1.0,8.0
1025,강북,60.0,3.0,3.0,29.0
1026,기타,124.0,3.0,1.0,17.0
1027,마포,178.0,4.0,3.0,4.0
1028,강남,119.0,5.0,1.0,18.0
1029,강북,158.0,2.0,2.0,5.0
1030,마포,173.0,4.0,1.0,14.0
1031,강남,160.0,4.0,2.0,21.0
1032,강북,74.0,,2.0,27.0
1033,강남,103.0,3.0,1.0,28.0
1034,마포,154.0,3.0,2.0,
1035,마포,95.0,2.0,1.0,27.0
1036,마포,113.0,4.0,1.0,13.0
1037,강남,142.0,1.0,1.0,17.0
1038,기타,52.0,,3.0,8.0
1039,기타,66.0,3.0,1.0,38.0
1040,강북,109.0,4.0,2.0,12.0
1041,강북,74.0,5.0,2.0,26.0
1042,강남,53.0,2.0,1.0,1.0
1043,마포,74.0,5.0,1.0,35.0
1044,기타,133.0,3.0,2.0,35.0
1045,기타,88.0,5.0,3.0,34.0
1046,강남,155.0,5.0,2.0,9.0
1047,마포,135.0,4.0,2.0,2.0
1048,강남,151.0,3.0,1.0,27.0
1049,서초,63.0,2.0,2.0,8.0
1050,기타,149.0,5.0,3.0,15.0
1051,기타,107.0,1.0,2.0,5.0
1052,마포,104.0,4.0,1.0,3.0
1053,강북,192.0,5.0,1.0,22.0
1054,기타,137.0,4.0,3.0,2.0
1055,서초,130.0,2.0,3.0,28.0
1056,마포,91.0,5.0,2.0,20.0
1057,강북,145.0,4.0,1.0,39.0
1058,강남,125.0,2.0,3.0,5.0
1059,강북,118.0,2.0,1.0,0.0
1060,강북,54.0,1.0,3.0,23.0
1061,마포,185.0,5.0,2.0,4.0
1062,강북,126.0,2.0,2.0,5.0
1063,강북,101.0,1.0,1.0,11.0
1064,기타,157.0,4.0,1.0,28.0
1065,마포,186.0,5.0,1.0,35.0
1066,마포,120.0,3.0,2.0,13.0
1067,서초,60.0,5.0,,33.0
1068,마포,151.0,5.0,3.0,7.0
1069,서초,133.0,5.0,2.0,21.0
1070,서초,196.0,4.0,3.0,39.0
1071,서초,149.0,1.0,3.0,33.0
1072,강남,156.0,2.0,2.0,31.0
1073,강남,198.0,3.0,1.0,23.0
1074,강남,181.0,3.0,3.0,1.0
1075,강북,65.0,3.0,3.0,32.0
1076,마포,109.0,3.0,,23.0
1077,서초,103.0,1.0,2.0,15.0
1078,강남,189.0,3.0,3.0,10.0
1079,강남,103.0,1.0,3.0,7.0
1080,기타,142.0,1.0,2.0,9.0
1081,기타,104.0,1.0,3.0,32.0
1082,마포,57.0,2.0,2.0,28.0
1083,기타,144.0,3.0,2.0,29.0
1084,강남,130.0,5.0,2.0,0.0
1085,강북,132.0,1.0,2.0,29.0
1086,강북,188.0,1.0,3.0,14.0
1087,마포,180.0,2.0,3.0,31.0
1088,강북,129.0,3.0,1.0,11.0
1089,마포,124.0,1.0,1.0,18.0
1090,마포,94.0,5.0,3.0,21.0
1091,강남,76.0,2.0,3.0,10.0
1092,서초,169.0,5.0,3.0,33.0
1093,강북,58.0,5.0,1.0,37.0
1094,마포,143.0,5.0,3.0,18.0
1095,서초,97.0,4.0,1.0,9.0
1096,강남,72.0,1.0,1.0,2.0
1097,서초,51.0,1.0,2.0,33.0
1098,마포,79.0,5.0,2.0,28.0
1099,강남,193.0,4.0,1.0,21.0
1100,서초,145.0,5.0,3.0,12.0
1101,서초,165.0,1.0,,13.0
1102,서초,93.0,2.0,2.0,10.0
1103,서초,161.0,5.0,3.0,3.0
1104,서초,125.0,5.0,3.0,25.0
1105,서초,53.0,5.0,2.0,25.0
1106,강남,166.0,4.0,3.0,2.0
1107,강북,83.0,2.0,1.0,7.0
1108,서초,188.0,1.0,2.0,6.0
1109,강남,102.0,1.0,3.0,10.0
1110,마포,61.0,1.0,2.0,9.0
1111,서초,134.0,2.0,3.0,20.0
1112,강북,177.0,5.0,1.0,24.0
1113,강북,96.0,3.0,3.0,10.0
1114,강남,115.0,2.0,3.0,15.0
1115,서초,93.0,3.0,3.0,38.0
1116,기타,76.0,2.0,2.0,11.0
1117,강남,81.0,2.0,1.0,31.0
1118,서초,189.0,1.0,2.0,12.0
1119,강북,170.0,5.0,3.0,26.0
1120,마포,114.0,3.0,2.0,26.0
1121,강북,91.0,5.0,1.0,21.0
1122,강남,156.0,1.0,3.0,6.0
1123,강남,137.0,2.0,1.0,7.0
1124,서초,149.0,4.0,1.0,12.0
1125,강남,64.0,3.0,2.0,20.0
1126,마포,141.0,5.0,1.0,0.0
1127,마포,170.0,4.0,2.0,36.0
1128,강남,179.0,4.0,2.0,32.0
1129,서초,150.0,3.0,2.0,11.0
1130,서초,74.0,3.0,3.0,
1131,강남,126.0,1.0,3.0,20.0
1132,강남,51.0,3.0,2.0,25.0
1133,마포,161.0,4.0,3.0,13.0
1134,서초,119.0,4.0,2.0,35.0
1135,마포,131.0,1.0,3.0,5.0
1136,강남,195.0,5.0,3.0,36.0
1137,강남,187.0,2.0,2.0,38.0
1138,강북,196.0,1.0,1.0,
1139,강남,172.0,3.0,1.0,16.0
1140,기타,185.0,4.0,1.0,20.0
1141,서초,53.0,1.0,1.0,37.0
1142,마포,187.0,4.0,1.0,25.0
1143,강북,128.0,1.0,1.0,31.0
1144,강남,155.0,4.0,1.0,16.0
1145,강남,123.0,3.0,1.0,33.0
1146,강남,90.0,5.0,1.0,6.0
1147,마포,108.0,1.0,1.0,20.0
1148,강남,104.0,5.0,1.0,13.0
1149,강남,89.0,5.0,2.0,27.0
1150,기타,103.0,4.0,2.0,10.0
1151,강북,51.0,3.0,3.0,0.0
1152,서초,164.0,1.0,2.0,14.0
1153,강북,151.0,5.0,1.0,6.0
1154,강북,148.0,4.0,1.0,37.0
1155,마포,135.0,2.0,3.0,5.0
1156,기타,111.0,3.0,1.0,
1157,강북,101.0,,2.0,5.0
1158,서초,141.0,3.0,3.0,6.0
1159,기타,50.0,1.0,3.0,10.0
1160,마포,84.0,,1.0,4.0
1161,서초,135.0,1.0,2.0,4.0
1162,강남,116.0,4.0,2.0,24.0
1163,강남,177.0,5.0,1.0,23.0
1164,서초,80.0,3.0,3.0,29.0
1165,마포,91.0,3.0,2.0,15.0
1166,서초,56.0,4.0,3.0,34.0
1167,서초,66.0,1.0,3.0,4.0
1168,서초,86.0,1.0,3.0,23.0
1169,강북,189.0,1.0,3.0,22.0
1170,기타,67.0,1.0,3.0,19.0
1171,서초,81.0,4.0,3.0,5.0
1172,마포,148.0,2.0,1.0,33.0
1173,마포,77.0,3.0,3.0,33.0
1174,강남,192.0,5.0,2.0,2.0
1175,마포,133.0,1.0,3.0,21.0
1176,강남,55.0,1.0,1.0,26.0
1177,강북,84.0,3.0,3.0,36.0
1178,강남,70.0,4.0,3.0,37.0
1179,강북,76.0,2.0,2.0,31.0
1180,서초,126.0,4.0,2.0,25.0
1181,마포,116.0,3.0,1.0,29.0
1182,서초,192.0,3.0,3.0,11.0
1183,마포,194.0,3.0,2.0,2.0
1184,강북,173.0,1.0,3.0,20.0
1185,강남,198.0,2.0,3.0,23.0
1186,마포,110.0,1.0,2.0,38.0
1187,서초,110.0,1.0,,20.0
1188,강남,123.0,4.0,2.0,19.0
1189,강북,195.0,3.0,1.0,4.0
1190,강북,123.0,1.0,3.0,31.0
1191,강남,147.0,3.0,1.0,38.0
1192,서초,141.0,1.0,1.0,35.0
1193,강남,75.0,4.0,1.0,35.0
1194,강북,68.0,4.0,1.0,7.0
1195,서초,148.0,3.0,2.0,38.0
1196,마포,64.0,4.0,1.0,37.0
1197,서초,99.0,2.0,3.0,37.0
1198,기타,165.0,2.0,2.0,7.0
1199,강남,73.0,2.0,1.0,19.0
1200,강북,156.0,2.0,1.0,24.0
1201,강남,123.0,4.0,2.0,23.0
1202,기타,98.0,3.0,1.0,1.0
1203,서초,73.0,1.0,3.0,8.0
1204,서초,87.0,4.0,2.0,22.0
1205,강북,173.0,4.0,2.0,39.0
1206,강남,177.0,5.0,,7.0
1207,강남,181.0,1.0,1.0,8.0
1208,기타,113.0,2.0,2.0,8.0
1209,기타,129.0,2.0,3.0,20.0
1210,강북,51.0,1.0,1.0,16.0
1211,마포,67.0,1.0,1.0,10.0
1212,서초,112.0,4.0,1.0,21.0
1213,서초,110.0,1.0,3.0,26.0
1214,서초,66.0,1.0,1.0,4.0
1215,서초,53.0,2.0,2.0,2.0
1216,강남,79.0,2.0,1.0,3.0
1217,강북,174.0,3.0,2.0,8.0
1218,기타,181.0,2.0,1.0,33.0
1219,강남,153.0,4.0,1.0,
1220,강남,175.0,2.0,1.0,5.0
1221,강북,196.0,3.0,3.0,10.0
1222,서초,68.0,1.0,1.0,2.0
1223,강북,101.0,3.0,3.0,39.0
1224,마포,84.0,5.0,2.0,26.0
1225,서초,153.0,1.0,3.0,28.0
1226,서초,145.0,3.0,1.0,27.0
1227,서초,72.0,5.0,3.0,11.0
1228,서초,109.0,5.0,3.0,
1229,서초,105.0,5.0,1.0,3.0
1230,강북,156.0,1.0,1.0,8.0
1231,강남,149.0,4.0,1.0,1.0
1232,서초,64.0,1.0,3.0,24.0
1233,서초,115.0,4.0,1.0,21.0
1234,강남,196.0,1.0,1.0,21.0
1235,강북,143.0,5.0,,7.0
1236,강남,123.0,3.0,1.0,1.0
1237,마포,128.0,2.0,2.0,12.0
1238,기타,146.0,1.0,1.0,14.0
1239,마포,170.0,2.0,2.0,8.0
1240,기타,116.0,2.0,3.0,3.0
1241,강남,143.0,5.0,1.0,36.0
1242,강남,105.0,2.0,1.0,35.0
1243,강남,74.0,3.0,3.0,39.0
1244,강남,82.0,2.0,3.0,28.0
1245,마포,184.0,2.0,2.0,0.0
1246,마포,144.0,1.0,1.0,34.0
1247,강남,194.0,1.0,2.0,33.0
1248,기타,97.0,2.0,2.0,37.0
1249,마포,51.0,4.0,1.0,11.0
1250,강남,194.0,3.0,1.0,29.0
1251,마포,127.0,5.0,2.0,21.0
1252,마포,189.0,5.0,2.0,31.0
1253,마포,155.0,4.0,3.0,24.0
1254,서초,114.0,4.0,1.0,13.0
1255,강북,54.0,4.0,2.0,14.0
1256,서초,160.0,4.0,1.0,10.0
1257,강남,76.0,4.0,3.0,33.0
1258,강남,98.0,2.0,2.0,23.0
1259,강남,180.0,4.0,3.0,11.0
1260,마포,141.0,5.0,3.0,20.0
1261,강북,50.0,4.0,3.0,3.0
1262,마포,188.0,4.0,2.0,0.0
1263,강북,123.0,5.0,2.0,32.0
1264,강북,173.0,2.0,2.0,17.0
1265,강북,188.0,5.0,3.0,
1266,강남,156.0,2.0,3.0,3.0
1267,서초,81.0,5.0,2.0,32.0
1268,서초,169.0,2.0,2.0,34.0
1269,강남,147.0,,2.0,23.0
1270,강남,99.0,1.0,2.0,23.0
1271,기타,106.0,2.0,2.0,16.0
1272,강남,123.0,3.0,1.0,26.0
1273,강남,96.0,5.0,1.0,37.0
1274,서초,146.0,4.0,1.0,38.0
1275,기타,194.0,3.0,2.0,32.0
1276,강남,131.0,5.0,1.0,27.0
1277,강남,57.0,5.0,2.0,4.0
1278,강북,113.0,1.0,1.0,15.0
1279,마포,56.0,1.0,2.0,36.0
1280,강남,69.0,2.0,1.0,10.0
1281,강남,195.0,3.0,2.0,2.0
1282,마포,133.0,5.0,3.0,35.0
1283,강북,192.0,4.0,2.0,3.0
1284,기타,168.0,,1.0,25.0
1285,마포,195.0,4.0,1.0,34.0
1286,강남,188.0,5.0,2.0,21.0
1287,서초,171.0,5.0,1.0,15.0
1288,강남,70.0,4.0,1.0,20.0
1289,마포,127.0,3.0,1.0,27.0
1290,강북,192.0,3.0,2.0,10.0
1291,기타,137.0,5.0,1.0,19.0
1292,강북,152.0,4.0,2.0,7.0
1293,강북,190.0,2.0,2.0,8.0
1294,강남,179.0,3.0,3.0,14.0
1295,서초,77.0,3.0,1.0,0.0
1296,서초,76.0,4.0,1.0,27.0
1297,강남,167.0,3.0,1.0,15.0
1298,마포,149.0,1.0,1.0,2.0
1299,강남,92.0,5.0,3.0,20.0
1300,강남,198.0,4.0,,22.0
1301,마포,71.0,3.0,3.0,28.0
1302,강남,192.0,5.0,3.0,6.0
1303,강남,85.0,1.0,1.0,27.0
1304,강북,101.0,2.0,2.0,36.0
1305,강남,151.0,4.0,2.0,4.0
1306,강남,67.0,5.0,2.0,0.0
1307,강북,140.0,3.0,2.0,2.0
1308,강남,64.0,3.0,2.0,32.0
1309,강북,184.0,2.0,2.0,13.0
1310,강북,63.0,2.0,1.0,12.0
1311,강북,171.0,2.0,2.0,
1312,강남,52.0,3.0,3.0,13.0
1313,서초,108.0,1.0,1.0,17.0
1314,서초,109.0,2.0,2.0,16.0
1315,강남,116.0,2.0,2.0,17.0
1316,마포,107.0,3.0,2.0,8.0
1317,강남,137.0,2.0,1.0,8.0
1318,강남,92.0,1.0,3.0,36.0
1319,강남,50.0,5.0,2.0,30.0
1320,강남,75.0,5.0,2.0,35.0
1321,강남,168.0,1.0,3.0,5.0
1322,서초,97.0,1.0,3.0,33.0
1323,마포,87.0,3.0,1.0,37.0
1324,강남,108.0,3.0,3.0,29.0
1325,강북,72.0,2.0,1.0,33.0
1326,서초,84.0,2.0,1.0,28.0
1327,강북,174.0,1.0,2.0,23.0
